RecordID,RecordType,RouteID,RouteName,RouteStatus,RouteColorCode,FetchedDate,FetchedTime
6710,Bus,91,Austin,Planned Reroute,565a5c,8/23/2026,15:15:03
6711,Bus,92,Foster,Planned Reroute,565a5c,8/23/2026,15:15:03
6712,Bus,93,California/Dodge,Planned Reroute,565a5c,8/23/2026,15:15:03
6713,Bus,94,California,Normal Service,565a5c,8/23/2026,15:15:03
6714,Bus,95,95th,Normal Service,414145,8/23/2026,15:15:03
6715,Bus,96,Lunt,Planned Reroute,565a5c,8/23/2026,15:15:03
6716,Bus,97,Skokie,Normal Service,565a5c,8/23/2026,15:15:03
6717,Bus,100,Jeffery Manor Express,Normal Service,ffffff,8/23/2026,15:15:03
6718,Bus,103,West 103rd,Normal Service,565a5c,8/23/2026,15:15:03
6719,Bus,106,East 103rd,Normal Service,565a5c,8/23/2026,15:15:03
6720,Bus,108,Halsted/95th,Normal Service,ffffff,8/23/2026,15:15:03
6721,Bus,111,111th/King Drive,Normal Service,565a5c,8/23/2026,15:15:03
6722,Bus,111A,Pullman Shuttle,Normal Service,565a5c,8/23/2026,15:15:03
6723,Bus,112,Vincennes/111th,Normal Service,565a5c,8/23/2026,15:15:03
6724,Bus,115,Pullman/115th,Planned Reroute,565a5c,8/23/2026,15:15:03
6725,Bus,119,Michigan/119th,Normal Service,565a5c,8/23/2026,15:15:03
6726,Bus,120,Ogilvie/Streeterville Express,Bus Stop Note,ffffff,8/23/2026,15:15:03
6727,Bus,121,Union/Streeterville Express,Bus Stop Note,ffffff,8/23/2026,15:15:03
6728,Bus,124,Navy Pier,Planned Reroute,565a5c,8/23/2026,15:15:03
6729,Bus,125,Water Tower Express,Planned Reroute,ffffff,8/23/2026,15:15:03
6730,Bus,126,Jackson,Normal Service,565a5c,8/23/2026,15:15:03
6731,Bus,128,Soldier Field Express,Normal Service,ffffff,8/23/2026,15:15:03
6732,Bus,130,Museum Campus,Normal Service,ffffff,8/23/2026,15:15:03
6733,Bus,134,Stockton/LaSalle Express,Normal Service,ffffff,8/23/2026,15:15:03
6734,Bus,135,Clarendon/LaSalle Express,Normal Service,ffffff,8/23/2026,15:15:03
6735,Bus,136,Sheridan/LaSalle Express,Normal Service,ffffff,8/23/2026,15:15:03
6736,Bus,143,Stockton/Michigan Express,Normal Service,ffffff,8/23/2026,15:15:03
6737,Bus,146,Inner Lake Shore/Michigan Express,Planned Reroute,b71234,8/23/2026,15:15:03
6738,Bus,147,Outer DuSable Lake Shore Express,Minor Delays / Reroute,b71234,8/23/2026,15:15:03
6739,Bus,148,Clarendon/Michigan Express,Planned Reroute,ffffff,8/23/2026,15:15:03
6740,Bus,151,Sheridan,Normal Service,565a5c,8/23/2026,15:15:03
6741,Bus,152,Addison,Normal Service,565a5c,8/23/2026,15:15:03
6742,Bus,155,Devon,Normal Service,565a5c,8/23/2026,15:15:03
6743,Bus,156,LaSalle,Normal Service,565a5c,8/23/2026,15:15:03
6744,Bus,157,Streeterville/Taylor,Planned Reroute,565a5c,8/23/2026,15:15:03
6745,Bus,165,West 65th,Normal Service,ffffff,8/23/2026,15:15:03
6746,Bus,169,69th/UPS Express,Normal Service,ffffff,8/23/2026,15:15:03
6747,Bus,171,U. of Chicago/Hyde Park,Normal Service,565a5c,8/23/2026,15:15:03
6748,Bus,172,U. of Chicago/Kenwood,Planned Reroute,565a5c,8/23/2026,15:15:03
6749,Bus,192,U. of Chicago Hospitals Express,Planned Reroute,ffffff,8/23/2026,15:15:03
6750,Bus,201,Central/Ridge,Normal Service,565a5c,8/23/2026,15:15:03
6751,Bus,206,Evanston Circulator,Normal Service,ffffff,8/23/2026,15:15:03
6752,Rail,Red,Red Line,Normal Service,c60c30,8/23/2026,15:15:04
6753,Rail,Blue,Blue Line,Service Change,00a1de,8/23/2026,15:15:04
6754,Rail,Brn,Brown Line,Normal Service,62361b,8/23/2026,15:15:04
6755,Rail,G,Green Line,Special Note,009b3a,8/23/2026,15:15:04
6756,Rail,Org,Orange Line,Normal Service,f9461c,8/23/2026,15:15:04
6757,Rail,Pink,Pink Line,Normal Service,e27ea6,8/23/2026,15:15:04
6758,Rail,P,Purple Line,Added Service,522398,8/23/2026,15:15:04
6759,Rail,Y,Yellow Line,Added Service,f9e300,8/23/2026,15:15:04
6760,Systemwide,Systemwide,All Routes,Normal Service,0,8/23/2026,15:15:05
6761,Systemwide,Bus,All Bus Routes,Service Change,0,8/23/2026,15:15:05
6762,Systemwide,Train,All Train Routes,Normal Service,0,8/23/2026,15:15:05
6763,Bus,1,Bronzeville/Union Station,Normal Service,ffffff,8/23/2026,15:30:04
6764,Bus,2,Hyde Park Express,Planned Reroute,ffffff,8/23/2026,15:30:04
6765,Bus,3,King Drive,Added Service,565a5c,8/23/2026,15:30:04
6766,Bus,4,Cottage Grove,Planned Reroute,414145,8/23/2026,15:30:04
6767,Bus,X4,Cottage Grove Express,Normal Service,ffffff,8/23/2026,15:30:04
6768,Bus,N5,South Shore Night Bus,Planned Reroute,ffffff,8/23/2026,15:30:04
6769,Bus,6,Jackson Park Express,Planned Reroute,b71234,8/23/2026,15:30:04
6770,Bus,7,Harrison,Planned Reroute,565a5c,8/23/2026,15:30:04
6771,Bus,8,Halsted,Planned Reroute,565a5c,8/23/2026,15:30:04
6772,Bus,8A,South Halsted,Normal Service,565a5c,8/23/2026,15:30:04
6773,Bus,9,Ashland,Planned Reroute,565a5c,8/23/2026,15:30:04
6774,Bus,X9,Ashland Express,Normal Service,ffffff,8/23/2026,15:30:04
6775,Bus,10,Obama Presidential Center/Museum of Science & Industry Express,Planned Reroute,b71234,8/23/2026,15:30:04
6776,Bus,11,Lincoln,Planned Reroute,565a5c,8/23/2026,15:30:04
6777,Bus,12,Roosevelt,Normal Service,565a5c,8/23/2026,15:30:04
6778,Bus,J14,Jeffery Jump,Planned Reroute,0065BD,8/23/2026,15:30:04
6779,Bus,15,Jeffery Local,Planned Reroute,565a5c,8/23/2026,15:30:04
6780,Bus,18,16th-18th,Normal Service,565a5c,8/23/2026,15:30:04
6781,Bus,19,United Center Express,Planned Reroute,ffffff,8/23/2026,15:30:04
6782,Bus,20,Madison,Planned Reroute,414145,8/23/2026,15:30:04
6783,Bus,21,Cermak,Normal Service,565a5c,8/23/2026,15:30:04
6784,Bus,22,Clark,Bus Stop Note,565a5c,8/23/2026,15:30:04
6785,Bus,24,Wentworth,Bus Stop Note,565a5c,8/23/2026,15:30:04
6786,Bus,26,South Shore Express,Normal Service,ffffff,8/23/2026,15:30:04
6787,Bus,28,Stony Island,Planned Reroute,565a5c,8/23/2026,15:30:04
6788,Bus,29,State,Planned Reroute,565a5c,8/23/2026,15:30:04
6789,Bus,30,South Chicago,Normal Service,565a5c,8/23/2026,15:30:04
6790,Bus,31,31st,Normal Service,565a5c,8/23/2026,15:30:04
6791,Bus,34,South Michigan,Normal Service,414145,8/23/2026,15:30:04
6792,Bus,35,31st/35th,Added Service,414145,8/23/2026,15:30:04
6793,Bus,36,Broadway,Planned Reroute,565a5c,8/23/2026,15:30:04
6794,Bus,37,Sedgwick,Planned Reroute,565a5c,8/23/2026,15:30:04
6795,Bus,39,Pershing,Normal Service,565a5c,8/23/2026,15:30:04
6796,Bus,43,43rd,Normal Service,565a5c,8/23/2026,15:30:04
6797,Bus,44,Wallace/Racine,Planned Reroute,565a5c,8/23/2026,15:30:04
6798,Bus,47,47th,Normal Service,414145,8/23/2026,15:30:04
6799,Bus,48,South Damen,Normal Service,ffffff,8/23/2026,15:30:04
6800,Bus,49,Western,Planned Reroute,414145,8/23/2026,15:30:04
6801,Bus,49B,North Western,Planned Reroute,565a5c,8/23/2026,15:30:04
6802,Bus,X49,Western Express,Planned Reroute,ffffff,8/23/2026,15:30:04
6803,Bus,50,Damen,Bus Stop Note,565a5c,8/23/2026,15:30:04
6804,Bus,51,51st,Normal Service,565a5c,8/23/2026,15:30:04
6805,Bus,52,Kedzie,Normal Service,565a5c,8/23/2026,15:30:04
6806,Bus,52A,South Kedzie,Normal Service,565a5c,8/23/2026,15:30:04
6807,Bus,53,Pulaski,Normal Service,414145,8/23/2026,15:30:04
6808,Bus,53A,South Pulaski,Normal Service,565a5c,8/23/2026,15:30:04
6809,Bus,54,Cicero,Normal Service,414145,8/23/2026,15:30:04
6810,Bus,54A,North Cicero/Skokie Blvd.,Normal Service,ffffff,8/23/2026,15:30:04
6811,Bus,54B,South Cicero,Normal Service,565a5c,8/23/2026,15:30:04
6812,Bus,55,Garfield,Normal Service,414145,8/23/2026,15:30:04
6813,Bus,55A,55th/Austin,Normal Service,ffffff,8/23/2026,15:30:04
6814,Bus,55N,55th/Narragansett,Normal Service,565a5c,8/23/2026,15:30:04
6815,Bus,56,Milwaukee,Normal Service,565a5c,8/23/2026,15:30:04
6816,Bus,57,Laramie,Normal Service,565a5c,8/23/2026,15:30:04
6817,Bus,59,59th/61st,Normal Service,565a5c,8/23/2026,15:30:04
6818,Bus,60,Blue Island/26th,Planned Reroute,414145,8/23/2026,15:30:04
6819,Bus,62,Archer,Planned Reroute,565a5c,8/23/2026,15:30:04
6820,Bus,62H,Archer/Harlem,Normal Service,565a5c,8/23/2026,15:30:04
6821,Bus,63,63rd,Minor Delays / Reroute,414145,8/23/2026,15:30:04
6822,Bus,63W,West 63rd,Normal Service,565a5c,8/23/2026,15:30:04
6823,Bus,65,Grand,Normal Service,565a5c,8/23/2026,15:30:04
6824,Bus,66,Chicago,Planned Reroute,414145,8/23/2026,15:30:04
6825,Bus,67,67th-69th-71st,Planned Reroute,565a5c,8/23/2026,15:30:04
6826,Bus,68,Northwest Highway,Normal Service,565a5c,8/23/2026,15:30:04
6827,Bus,70,Division,Normal Service,565a5c,8/23/2026,15:30:04
6828,Bus,71,71st/South Shore,Normal Service,565a5c,8/23/2026,15:30:04
6829,Bus,72,North,Added Service,565a5c,8/23/2026,15:30:04
6830,Bus,73,Armitage,Planned Reroute,565a5c,8/23/2026,15:30:04
6831,Bus,74,Fullerton,Added Service,414145,8/23/2026,15:30:04
6832,Bus,75,74th-75th,Normal Service,565a5c,8/23/2026,15:30:04
6833,Bus,76,Diversey,Added Service,565a5c,8/23/2026,15:30:04
6834,Bus,77,Belmont,Normal Service,414145,8/23/2026,15:30:04
6835,Bus,78,Montrose,Service Change,565a5c,8/23/2026,15:30:04
6836,Bus,79,79th,Normal Service,414145,8/23/2026,15:30:04
6837,Bus,80,Irving Park,Normal Service,565a5c,8/23/2026,15:30:04
6838,Bus,81,Lawrence,Normal Service,565a5c,8/23/2026,15:30:04
6839,Bus,81W,West Lawrence,Normal Service,565a5c,8/23/2026,15:30:04
6840,Bus,82,Kimball-Homan,Planned Reroute,414145,8/23/2026,15:30:04
6841,Bus,84,Peterson,Normal Service,565a5c,8/23/2026,15:30:04
6842,Bus,85,Central,Added Service,414145,8/23/2026,15:30:04
6843,Bus,85A,North Central,Normal Service,565a5c,8/23/2026,15:30:04
6844,Bus,86,Narragansett/Ridgeland,Normal Service,565a5c,8/23/2026,15:30:04
6845,Bus,87,87th,Normal Service,565a5c,8/23/2026,15:30:04
6846,Bus,88,Higgins,Normal Service,565a5c,8/23/2026,15:30:04
6847,Bus,90,Harlem,Normal Service,565a5c,8/23/2026,15:30:04
6848,Bus,91,Austin,Planned Reroute,565a5c,8/23/2026,15:30:04
6849,Bus,92,Foster,Planned Reroute,565a5c,8/23/2026,15:30:04
6850,Bus,93,California/Dodge,Planned Reroute,565a5c,8/23/2026,15:30:04
6851,Bus,94,California,Normal Service,565a5c,8/23/2026,15:30:04
6852,Bus,95,95th,Normal Service,414145,8/23/2026,15:30:04
6853,Bus,96,Lunt,Planned Reroute,565a5c,8/23/2026,15:30:04
6854,Bus,97,Skokie,Normal Service,565a5c,8/23/2026,15:30:04
6855,Bus,100,Jeffery Manor Express,Normal Service,ffffff,8/23/2026,15:30:04
6856,Bus,103,West 103rd,Normal Service,565a5c,8/23/2026,15:30:04
6857,Bus,106,East 103rd,Normal Service,565a5c,8/23/2026,15:30:04
6858,Bus,108,Halsted/95th,Normal Service,ffffff,8/23/2026,15:30:04
6859,Bus,111,111th/King Drive,Normal Service,565a5c,8/23/2026,15:30:04
6860,Bus,111A,Pullman Shuttle,Normal Service,565a5c,8/23/2026,15:30:04
6861,Bus,112,Vincennes/111th,Normal Service,565a5c,8/23/2026,15:30:04
6862,Bus,115,Pullman/115th,Planned Reroute,565a5c,8/23/2026,15:30:04
6863,Bus,119,Michigan/119th,Normal Service,565a5c,8/23/2026,15:30:04
6864,Bus,120,Ogilvie/Streeterville Express,Bus Stop Note,ffffff,8/23/2026,15:30:04
6865,Bus,121,Union/Streeterville Express,Bus Stop Note,ffffff,8/23/2026,15:30:04
6866,Bus,124,Navy Pier,Planned Reroute,565a5c,8/23/2026,15:30:04
6867,Bus,125,Water Tower Express,Planned Reroute,ffffff,8/23/2026,15:30:04
6868,Bus,126,Jackson,Normal Service,565a5c,8/23/2026,15:30:04
6869,Bus,128,Soldier Field Express,Normal Service,ffffff,8/23/2026,15:30:04
6870,Bus,130,Museum Campus,Normal Service,ffffff,8/23/2026,15:30:04
6871,Bus,134,Stockton/LaSalle Express,Normal Service,ffffff,8/23/2026,15:30:04
6872,Bus,135,Clarendon/LaSalle Express,Normal Service,ffffff,8/23/2026,15:30:04
6873,Bus,136,Sheridan/LaSalle Express,Normal Service,ffffff,8/23/2026,15:30:04
6874,Bus,143,Stockton/Michigan Express,Normal Service,ffffff,8/23/2026,15:30:04
6875,Bus,146,Inner Lake Shore/Michigan Express,Planned Reroute,b71234,8/23/2026,15:30:04
6876,Bus,147,Outer DuSable Lake Shore Express,Minor Delays / Reroute,b71234,8/23/2026,15:30:04
6877,Bus,148,Clarendon/Michigan Express,Planned Reroute,ffffff,8/23/2026,15:30:04
6878,Bus,151,Sheridan,Normal Service,565a5c,8/23/2026,15:30:04
6879,Bus,152,Addison,Normal Service,565a5c,8/23/2026,15:30:04
6880,Bus,155,Devon,Normal Service,565a5c,8/23/2026,15:30:04
6881,Bus,156,LaSalle,Normal Service,565a5c,8/23/2026,15:30:04
6882,Bus,157,Streeterville/Taylor,Planned Reroute,565a5c,8/23/2026,15:30:04
6883,Bus,165,West 65th,Normal Service,ffffff,8/23/2026,15:30:04
6884,Bus,169,69th/UPS Express,Normal Service,ffffff,8/23/2026,15:30:04
6885,Bus,171,U. of Chicago/Hyde Park,Normal Service,565a5c,8/23/2026,15:30:04
6886,Bus,172,U. of Chicago/Kenwood,Planned Reroute,565a5c,8/23/2026,15:30:04
6887,Bus,192,U. of Chicago Hospitals Express,Planned Reroute,ffffff,8/23/2026,15:30:04
6888,Bus,201,Central/Ridge,Normal Service,565a5c,8/23/2026,15:30:04
6889,Bus,206,Evanston Circulator,Normal Service,ffffff,8/23/2026,15:30:04
6890,Rail,Red,Red Line,Normal Service,c60c30,8/23/2026,15:30:06
6891,Rail,Blue,Blue Line,Service Change,00a1de,8/23/2026,15:30:06
6892,Rail,Brn,Brown Line,Normal Service,62361b,8/23/2026,15:30:06
6893,Rail,G,Green Line,Special Note,009b3a,8/23/2026,15:30:06
6894,Rail,Org,Orange Line,Normal Service,f9461c,8/23/2026,15:30:06
6895,Rail,Pink,Pink Line,Normal Service,e27ea6,8/23/2026,15:30:06
6896,Rail,P,Purple Line,Added Service,522398,8/23/2026,15:30:06
6897,Rail,Y,Yellow Line,Added Service,f9e300,8/23/2026,15:30:06
6898,Systemwide,Systemwide,All Routes,Normal Service,0,8/23/2026,15:30:08
6899,Systemwide,Bus,All Bus Routes,Service Change,0,8/23/2026,15:30:08
6900,Systemwide,Train,All Train Routes,Normal Service,0,8/23/2026,15:30:08
6901,Bus,1,Bronzeville/Union Station,Normal Service,ffffff,8/23/2026,15:45:03
6902,Bus,2,Hyde Park Express,Planned Reroute,ffffff,8/23/2026,15:45:03
6903,Bus,3,King Drive,Added Service,565a5c,8/23/2026,15:45:03
6904,Bus,4,Cottage Grove,Planned Reroute,414145,8/23/2026,15:45:03
6905,Bus,X4,Cottage Grove Express,Normal Service,ffffff,8/23/2026,15:45:03
6906,Bus,N5,South Shore Night Bus,Planned Reroute,ffffff,8/23/2026,15:45:03
6907,Bus,6,Jackson Park Express,Planned Reroute,b71234,8/23/2026,15:45:03
6908,Bus,7,Harrison,Planned Reroute,565a5c,8/23/2026,15:45:03
6909,Bus,8,Halsted,Planned Reroute,565a5c,8/23/2026,15:45:03
6910,Bus,8A,South Halsted,Normal Service,565a5c,8/23/2026,15:45:03
6911,Bus,9,Ashland,Planned Reroute,565a5c,8/23/2026,15:45:03
6912,Bus,X9,Ashland Express,Normal Service,ffffff,8/23/2026,15:45:03
6913,Bus,10,Obama Presidential Center/Museum of Science & Industry Express,Planned Reroute,b71234,8/23/2026,15:45:03
6914,Bus,11,Lincoln,Planned Reroute,565a5c,8/23/2026,15:45:03
6915,Bus,12,Roosevelt,Normal Service,565a5c,8/23/2026,15:45:03
6916,Bus,J14,Jeffery Jump,Planned Reroute,0065BD,8/23/2026,15:45:03
6917,Bus,15,Jeffery Local,Planned Reroute,565a5c,8/23/2026,15:45:03
6918,Bus,18,16th-18th,Normal Service,565a5c,8/23/2026,15:45:03
6919,Bus,19,United Center Express,Planned Reroute,ffffff,8/23/2026,15:45:03
6920,Bus,20,Madison,Planned Reroute,414145,8/23/2026,15:45:03
6921,Bus,21,Cermak,Normal Service,565a5c,8/23/2026,15:45:03
6922,Bus,22,Clark,Bus Stop Note,565a5c,8/23/2026,15:45:03
6923,Bus,24,Wentworth,Bus Stop Note,565a5c,8/23/2026,15:45:03
6924,Bus,26,South Shore Express,Normal Service,ffffff,8/23/2026,15:45:03
6925,Bus,28,Stony Island,Planned Reroute,565a5c,8/23/2026,15:45:03
6926,Bus,29,State,Planned Reroute,565a5c,8/23/2026,15:45:03
6927,Bus,30,South Chicago,Normal Service,565a5c,8/23/2026,15:45:03
6928,Bus,31,31st,Normal Service,565a5c,8/23/2026,15:45:03
6929,Bus,34,South Michigan,Normal Service,414145,8/23/2026,15:45:03
6930,Bus,35,31st/35th,Added Service,414145,8/23/2026,15:45:03
6931,Bus,36,Broadway,Planned Reroute,565a5c,8/23/2026,15:45:03
6932,Bus,37,Sedgwick,Planned Reroute,565a5c,8/23/2026,15:45:03
6933,Bus,39,Pershing,Normal Service,565a5c,8/23/2026,15:45:03
6934,Bus,43,43rd,Normal Service,565a5c,8/23/2026,15:45:03
6935,Bus,44,Wallace/Racine,Planned Reroute,565a5c,8/23/2026,15:45:03
6936,Bus,47,47th,Normal Service,414145,8/23/2026,15:45:03
6937,Bus,48,South Damen,Normal Service,ffffff,8/23/2026,15:45:03
6938,Bus,49,Western,Planned Reroute,414145,8/23/2026,15:45:03
6939,Bus,49B,North Western,Planned Reroute,565a5c,8/23/2026,15:45:03
6940,Bus,X49,Western Express,Planned Reroute,ffffff,8/23/2026,15:45:03
6941,Bus,50,Damen,Bus Stop Note,565a5c,8/23/2026,15:45:03
6942,Bus,51,51st,Normal Service,565a5c,8/23/2026,15:45:03
6943,Bus,52,Kedzie,Normal Service,565a5c,8/23/2026,15:45:03
6944,Bus,52A,South Kedzie,Normal Service,565a5c,8/23/2026,15:45:03
6945,Bus,53,Pulaski,Normal Service,414145,8/23/2026,15:45:03
6946,Bus,53A,South Pulaski,Normal Service,565a5c,8/23/2026,15:45:03
6947,Bus,54,Cicero,Normal Service,414145,8/23/2026,15:45:03
6948,Bus,54A,North Cicero/Skokie Blvd.,Normal Service,ffffff,8/23/2026,15:45:03
6949,Bus,54B,South Cicero,Normal Service,565a5c,8/23/2026,15:45:03
6950,Bus,55,Garfield,Normal Service,414145,8/23/2026,15:45:03
6951,Bus,55A,55th/Austin,Normal Service,ffffff,8/23/2026,15:45:03
6952,Bus,55N,55th/Narragansett,Normal Service,565a5c,8/23/2026,15:45:03
6953,Bus,56,Milwaukee,Normal Service,565a5c,8/23/2026,15:45:03
6954,Bus,57,Laramie,Normal Service,565a5c,8/23/2026,15:45:03
6955,Bus,59,59th/61st,Normal Service,565a5c,8/23/2026,15:45:03
6956,Bus,60,Blue Island/26th,Planned Reroute,414145,8/23/2026,15:45:03
6957,Bus,62,Archer,Planned Reroute,565a5c,8/23/2026,15:45:03
6958,Bus,62H,Archer/Harlem,Normal Service,565a5c,8/23/2026,15:45:03
6959,Bus,63,63rd,Minor Delays / Reroute,414145,8/23/2026,15:45:03
6960,Bus,63W,West 63rd,Normal Service,565a5c,8/23/2026,15:45:03
6961,Bus,65,Grand,Normal Service,565a5c,8/23/2026,15:45:03
6962,Bus,66,Chicago,Planned Reroute,414145,8/23/2026,15:45:03
6963,Bus,67,67th-69th-71st,Planned Reroute,565a5c,8/23/2026,15:45:03
6964,Bus,68,Northwest Highway,Normal Service,565a5c,8/23/2026,15:45:03
6965,Bus,70,Division,Normal Service,565a5c,8/23/2026,15:45:03
6966,Bus,71,71st/South Shore,Normal Service,565a5c,8/23/2026,15:45:03
6967,Bus,72,North,Added Service,565a5c,8/23/2026,15:45:03
6968,Bus,73,Armitage,Planned Reroute,565a5c,8/23/2026,15:45:03
6969,Bus,74,Fullerton,Added Service,414145,8/23/2026,15:45:03
6970,Bus,75,74th-75th,Normal Service,565a5c,8/23/2026,15:45:03
6971,Bus,76,Diversey,Added Service,565a5c,8/23/2026,15:45:03
6972,Bus,77,Belmont,Normal Service,414145,8/23/2026,15:45:03
6973,Bus,78,Montrose,Service Change,565a5c,8/23/2026,15:45:03
6974,Bus,79,79th,Normal Service,414145,8/23/2026,15:45:03
6975,Bus,80,Irving Park,Normal Service,565a5c,8/23/2026,15:45:03
6976,Bus,81,Lawrence,Normal Service,565a5c,8/23/2026,15:45:03
6977,Bus,81W,West Lawrence,Normal Service,565a5c,8/23/2026,15:45:03
6978,Bus,82,Kimball-Homan,Planned Reroute,414145,8/23/2026,15:45:03
6979,Bus,84,Peterson,Normal Service,565a5c,8/23/2026,15:45:03
6980,Bus,85,Central,Added Service,414145,8/23/2026,15:45:03
6981,Bus,85A,North Central,Normal Service,565a5c,8/23/2026,15:45:03
6982,Bus,86,Narragansett/Ridgeland,Normal Service,565a5c,8/23/2026,15:45:03
6983,Bus,87,87th,Normal Service,565a5c,8/23/2026,15:45:03
6984,Bus,88,Higgins,Normal Service,565a5c,8/23/2026,15:45:03
6985,Bus,90,Harlem,Normal Service,565a5c,8/23/2026,15:45:03
6986,Bus,91,Austin,Planned Reroute,565a5c,8/23/2026,15:45:03
6987,Bus,92,Foster,Planned Reroute,565a5c,8/23/2026,15:45:03
6988,Bus,93,California/Dodge,Planned Reroute,565a5c,8/23/2026,15:45:03
6989,Bus,94,California,Normal Service,565a5c,8/23/2026,15:45:03
6990,Bus,95,95th,Normal Service,414145,8/23/2026,15:45:03
6991,Bus,96,Lunt,Planned Reroute,565a5c,8/23/2026,15:45:03
6992,Bus,97,Skokie,Normal Service,565a5c,8/23/2026,15:45:03
6993,Bus,100,Jeffery Manor Express,Normal Service,ffffff,8/23/2026,15:45:03
6994,Bus,103,West 103rd,Normal Service,565a5c,8/23/2026,15:45:03
6995,Bus,106,East 103rd,Normal Service,565a5c,8/23/2026,15:45:03
6996,Bus,108,Halsted/95th,Normal Service,ffffff,8/23/2026,15:45:03
6997,Bus,111,111th/King Drive,Normal Service,565a5c,8/23/2026,15:45:03
6998,Bus,111A,Pullman Shuttle,Normal Service,565a5c,8/23/2026,15:45:03
6999,Bus,112,Vincennes/111th,Normal Service,565a5c,8/23/2026,15:45:03
7000,Bus,115,Pullman/115th,Planned Reroute,565a5c,8/23/2026,15:45:03
7001,Bus,119,Michigan/119th,Normal Service,565a5c,8/23/2026,15:45:03
7002,Bus,120,Ogilvie/Streeterville Express,Bus Stop Note,ffffff,8/23/2026,15:45:03
7003,Bus,121,Union/Streeterville Express,Bus Stop Note,ffffff,8/23/2026,15:45:03
7004,Bus,124,Navy Pier,Planned Reroute,565a5c,8/23/2026,15:45:03
7005,Bus,125,Water Tower Express,Planned Reroute,ffffff,8/23/2026,15:45:03
7006,Bus,126,Jackson,Normal Service,565a5c,8/23/2026,15:45:03
7007,Bus,128,Soldier Field Express,Normal Service,ffffff,8/23/2026,15:45:03
7008,Bus,130,Museum Campus,Normal Service,ffffff,8/23/2026,15:45:03
7009,Bus,134,Stockton/LaSalle Express,Normal Service,ffffff,8/23/2026,15:45:03
7010,Bus,135,Clarendon/LaSalle Express,Normal Service,ffffff,8/23/2026,15:45:03
7011,Bus,136,Sheridan/LaSalle Express,Normal Service,ffffff,8/23/2026,15:45:03
7012,Bus,143,Stockton/Michigan Express,Normal Service,ffffff,8/23/2026,15:45:03
7013,Bus,146,Inner Lake Shore/Michigan Express,Planned Reroute,b71234,8/23/2026,15:45:03
7014,Bus,147,Outer DuSable Lake Shore Express,Minor Delays / Reroute,b71234,8/23/2026,15:45:03
7015,Bus,148,Clarendon/Michigan Express,Planned Reroute,ffffff,8/23/2026,15:45:03
7016,Bus,151,Sheridan,Normal Service,565a5c,8/23/2026,15:45:03
7017,Bus,152,Addison,Normal Service,565a5c,8/23/2026,15:45:03
7018,Bus,155,Devon,Normal Service,565a5c,8/23/2026,15:45:03
7019,Bus,156,LaSalle,Normal Service,565a5c,8/23/2026,15:45:03
7020,Bus,157,Streeterville/Taylor,Planned Reroute,565a5c,8/23/2026,15:45:03
7021,Bus,165,West 65th,Normal Service,ffffff,8/23/2026,15:45:03
7022,Bus,169,69th/UPS Express,Normal Service,ffffff,8/23/2026,15:45:03
7023,Bus,171,U. of Chicago/Hyde Park,Normal Service,565a5c,8/23/2026,15:45:03
7024,Bus,172,U. of Chicago/Kenwood,Planned Reroute,565a5c,8/23/2026,15:45:03
7025,Bus,192,U. of Chicago Hospitals Express,Planned Reroute,ffffff,8/23/2026,15:45:03
7026,Bus,201,Central/Ridge,Normal Service,565a5c,8/23/2026,15:45:03
7027,Bus,206,Evanston Circulator,Normal Service,ffffff,8/23/2026,15:45:03
7028,Rail,Red,Red Line,Normal Service,c60c30,8/23/2026,15:45:04
7029,Rail,Blue,Blue Line,Service Change,00a1de,8/23/2026,15:45:04
7030,Rail,Brn,Brown Line,Normal Service,62361b,8/23/2026,15:45:04
7031,Rail,G,Green Line,Special Note,009b3a,8/23/2026,15:45:04
7032,Rail,Org,Orange Line,Normal Service,f9461c,8/23/2026,15:45:04
7033,Rail,Pink,Pink Line,Normal Service,e27ea6,8/23/2026,15:45:04
7034,Rail,P,Purple Line,Added Service,522398,8/23/2026,15:45:04
7035,Rail,Y,Yellow Line,Added Service,f9e300,8/23/2026,15:45:04
7036,Systemwide,Systemwide,All Routes,Normal Service,0,8/23/2026,15:45:06
7037,Systemwide,Bus,All Bus Routes,Service Change,0,8/23/2026,15:45:06
7038,Systemwide,Train,All Train Routes,Normal Service,0,8/23/2026,15:45:06
7039,Bus,1,Bronzeville/Union Station,Normal Service,ffffff,8/23/2026,16:00:03
7040,Bus,2,Hyde Park Express,Planned Reroute,ffffff,8/23/2026,16:00:03
7041,Bus,3,King Drive,Added Service,565a5c,8/23/2026,16:00:03
7042,Bus,4,Cottage Grove,Planned Reroute,414145,8/23/2026,16:00:03
7043,Bus,X4,Cottage Grove Express,Normal Service,ffffff,8/23/2026,16:00:03
7044,Bus,N5,South Shore Night Bus,Planned Reroute,ffffff,8/23/2026,16:00:03
7045,Bus,6,Jackson Park Express,Planned Reroute,b71234,8/23/2026,16:00:03
7046,Bus,7,Harrison,Planned Reroute,565a5c,8/23/2026,16:00:03
7047,Bus,8,Halsted,Planned Reroute,565a5c,8/23/2026,16:00:03
7048,Bus,8A,South Halsted,Normal Service,565a5c,8/23/2026,16:00:03
7049,Bus,9,Ashland,Planned Reroute,565a5c,8/23/2026,16:00:03
7050,Bus,X9,Ashland Express,Normal Service,ffffff,8/23/2026,16:00:03
